command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
Slate.NavigationDebugging.CandidateWidgets.All,Command,string,,Slate,GI,All,true,false,false,false,false,,`Slate.NavigationDebugging.CandidateWidgets.All`（可带参数，具体见帮助说明）,"Set enabled to display candidate widgets for 4 [Up, Down, Left, Right] Navigation Directions of the focused widget when `Slate.NavigationDebugging` is enabled","FConsoleCommandWithArgsDelegate::CreateLambda([](const TArray<FString>& InArgs) 												  { 													  if (!InArgs.IsEmpty()) 													  { 														  const bool bEnableAll = InArgs[0].ToBool(); 														   														  for (TPair<EUINavigation, TAutoConsoleVariable<bool>*>& DirectionToCVarPair : GetDirectionToConsoleVariableMap()) 														  { 															  DirectionToCVarPair.Value->AsVariable()->Set(bEnableAll, EConsoleVariableFlags::ECVF_SetByConsole); 														  } 													  } 												  })"
Slate.TriggerInvalidate,Command,string,,Slate,通用,All,true,false,false,false,false,,`Slate.TriggerInvalidate`（可带参数，具体见帮助说明）,Triggers a global invalidate of all widgets,
vr.bEnableHMD,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.bEnableHMD`（可带参数，具体见帮助说明）,,
vr.bEnableStereo,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.bEnableStereo`（可带参数，具体见帮助说明）,,
vr.Debug.VisualizeTrackingSensors,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.Debug.VisualizeTrackingSensors`（可带参数，具体见帮助说明）,,
vr.HeadTracking.bEnforced,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.bEnforced`（可带参数，具体见帮助说明）,,
vr.HeadTracking.Reset,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.Reset`（可带参数，具体见帮助说明）,,
vr.HeadTracking.ResetOrientation,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.ResetOrientation`（可带参数，具体见帮助说明）,,
vr.HeadTracking.ResetPosition,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.ResetPosition`（可带参数，具体见帮助说明）,,
vr.HeadTracking.Status,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.Status`（可带参数，具体见帮助说明）,,
vr.HMDVersion,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HMDVersion`（可带参数，具体见帮助说明）,,
vr.SpectatorScreenMode,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.SpectatorScreenMode`（可带参数，具体见帮助说明）,,
vr.TrackingOrigin,Command,string,,vr,GI,All,true,false,false,false,false,,`vr.TrackingOrigin`（可带参数，具体见帮助说明）,,
vr.WorldToMetersScale,Command,string,,vr,后处理,All,true,false,false,false,false,,`vr.WorldToMetersScale`（可带参数，具体见帮助说明）,,
WidgetReflector.DumpFontAtlases,Command,string,,WidgetReflector,渲染调试/可视化,All,true,false,false,false,false,,`WidgetReflector.DumpFontAtlases`（可带参数，具体见帮助说明）,Save all of the font atlases currently in the font cache on the local drive. A timestamp will be automatically appended to the directory where the textures will be saved. The default location is YourProject/Saved/WidgetReflector/FontAtlases_Timestamp ie. WidgetReflector.DumpFontAtlases[SaveDirectory=<SaveDirectory>] [SaveFilePrefix=ExamplePrefix],
WidgetReflector.TakeSnapshot,Command,string,,WidgetReflector,通用,All,true,false,false,false,false,,`WidgetReflector.TakeSnapshot`（可带参数，具体见帮助说明）,Take a snapshot and save the result on the local drive. ie. WidgetReflector.TakeSnapshot [Delay=1.0] [Navigation=false],
