command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
fx.Niagara.Collision.CPUEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Collision.CPUEnabled=<值>` / `fx.Niagara.Collision.CPUEnabled <值>` 或 INI 中配置,Controls if CPU collisions are enabled or not.,ECVF_Default
fx.Niagara.Compilation.ForceOneThread,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Compilation.ForceOneThread=<值>` / `fx.Niagara.Compilation.ForceOneThread <值>` 或 INI 中配置,Forces the compile tasks to run inline on one thread.,ECVF_Default
fx.Niagara.Compilation.MaxActiveTaskCount,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Compilation.MaxActiveTaskCount=<值>` / `fx.Niagara.Compilation.MaxActiveTaskCount <值>` 或 INI 中配置,The maximum number of active Niagara system compilations that can be going concurrantly.,ECVF_Default
fx.Niagara.Compilation.StalledTaskWarningTime,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Compilation.StalledTaskWarningTime=<值>` / `fx.Niagara.Compilation.StalledTaskWarningTime <值>` 或 INI 中配置,The length of time a task is being processed before warnings are generated.,ECVF_Default
fx.Niagara.Compilation.UseNewMissingDefaultTraversal,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.Compilation.UseNewMissingDefaultTraversal=<值>` / `fx.Niagara.Compilation.UseNewMissingDefaultTraversal <值>` 或 INI 中配置,Whether or not to use the new missing default traversal when compiling scripts.,ECVF_Default
fx.Niagara.CompileDDCWaitTimeout,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.CompileDDCWaitTimeout=<值>` / `fx.Niagara.CompileDDCWaitTimeout <值>` 或 INI 中配置,"During script compilation, how long do we wait for the ddc to answer in seconds before starting shader compilation?",ECVF_Default
fx.Niagara.CompileDumpTimings,CVar,string,,fx,渲染调试/可视化,All,false,true,false,false,false,,`fx.Niagara.CompileDumpTimings=<值>` / `fx.Niagara.CompileDumpTimings <值>` 或 INI 中配置,If enabled a file containing compile metrics for the different compiled scripts will be dumped to the log folder,ECVF_ReadOnly
fx.Niagara.CompileHashAllDataInterfaces,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.CompileHashAllDataInterfaces=<值>` / `fx.Niagara.CompileHashAllDataInterfaces <值>` 或 INI 中配置,Forces Niagara to include all data interfaces as part of compile hash generation.\n,ECVF_Default
fx.Niagara.CompileValidateMode,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.CompileValidateMode=<值>` / `fx.Niagara.CompileValidateMode <值>` 或 INI 中配置,Controls how the validate compile mode will report differences it encounters when comparing default/async compiles,ECVF_Default
fx.Niagara.CompileWaitLoggingCap,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.CompileWaitLoggingCap=<值>` / `fx.Niagara.CompileWaitLoggingCap <值>` 或 INI 中配置,"During automation, how many times do we log before failing compilation?",ECVF_Default
fx.Niagara.CompileWaitLoggingThreshold,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.CompileWaitLoggingThreshold=<值>` / `fx.Niagara.CompileWaitLoggingThreshold <值>` 或 INI 中配置,"During automation, how long do we wait for a compile result before logging.",ECVF_Default
fx.Niagara.ComponentRenderComponentCountWarning,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.ComponentRenderComponentCountWarning=<值>` / `fx.Niagara.ComponentRenderComponentCountWarning <值>` 或 INI 中配置,The max number of allowed components before a ui warning is shown in the component renderer.,ECVF_Default
fx.Niagara.ComponentRenderPoolInactiveTimeLimit,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.ComponentRenderPoolInactiveTimeLimit=<值>` / `fx.Niagara.ComponentRenderPoolInactiveTimeLimit <值>` 或 INI 中配置,The time in seconds an inactive component can linger in the pool before being destroyed.,ECVF_Default
fx.Niagara.ComponentWarnAsleepCullReaction,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.ComponentWarnAsleepCullReaction=<值>` / `fx.Niagara.ComponentWarnAsleepCullReaction <值>` 或 INI 中配置,When enabled we will warn if a NiagaraComponent completes naturally but has Asleep mode set for cullreaction.,ECVF_Default
fx.Niagara.ComponentWarnNullAsset,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.ComponentWarnNullAsset=<值>` / `fx.Niagara.ComponentWarnNullAsset <值>` 或 INI 中配置,When enabled we will warn if a NiagaraComponent is activate with a null asset.  This is sometimes useful for tracking down components that can be removed.,ECVF_Default
fx.Niagara.CompressScriptByteCode,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.CompressScriptByteCode=<值>` / `fx.Niagara.CompressScriptByteCode <值>` 或 INI 中配置,Should we compress script bytecode to save memory. Will be uncompressed on demand.,ECVF_Default
fx.Niagara.CSVSplitTime,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.CSVSplitTime=<值>` / `fx.Niagara.CSVSplitTime <值>` 或 INI 中配置,Length of Niagara's split time events passed to the CSV profiler. There are used to give check more confined stat averages.,ECVF_Default
fx.Niagara.DataChannels.AllowAsyncLoad,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Niagara.DataChannels.AllowAsyncLoad=<值>` / `fx.Niagara.DataChannels.AllowAsyncLoad <值>` 或 INI 中配置,True if we should attempt to load systems etc asynchronously.,ECVF_Default
fx.Niagara.DataChannels.AllowLazyHandlerInit,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.AllowLazyHandlerInit=<值>` / `fx.Niagara.DataChannels.AllowLazyHandlerInit <值>` 或 INI 中配置,True if we allow lazy initialization of NDC handlers.,ECVF_Default
fx.Niagara.DataChannels.AutoUploadGPUSpawnData,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.AutoUploadGPUSpawnData=<值>` / `fx.Niagara.DataChannels.AutoUploadGPUSpawnData <值>` 或 INI 中配置,When true we will automatically upload any CPU NDC data to the GPU if it has been used to spawn GPU particles.,ECVF_Default
fx.Niagara.DataChannels.BlockAsyncLoadOnUse,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Niagara.DataChannels.BlockAsyncLoadOnUse=<值>` / `fx.Niagara.DataChannels.BlockAsyncLoadOnUse <值>` 或 INI 中配置,True if we should block on any pending async loads when those assets are used.,ECVF_Default
fx.Niagara.DataChannels.DebugDumpWriterDI,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.DataChannels.DebugDumpWriterDI=<值>` / `fx.Niagara.DataChannels.DebugDumpWriterDI <值>` 或 INI 中配置,\n,ECVF_Default
fx.Niagara.DataChannels.DumpHandlerTick,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.DataChannels.DumpHandlerTick=<值>` / `fx.Niagara.DataChannels.DumpHandlerTick <值>` 或 INI 中配置,\n,ECVF_Default
fx.Niagara.DataChannels.DumpWriteLog,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.DataChannels.DumpWriteLog`（可带参数，具体见帮助说明）,Dump all the currently stored writes to the log (see fx.Niagara.DataChannels.FrameDataToCapture on how many frames are captured),
fx.Niagara.DataChannels.EnableAccumulatedWrites,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.EnableAccumulatedWrites=<值>` / `fx.Niagara.DataChannels.EnableAccumulatedWrites <值>` 或 INI 中配置,True if we attempt to accumulate writes into larger shared buffers.,ECVF_Default
fx.Niagara.DataChannels.Enabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.Enabled=<值>` / `fx.Niagara.DataChannels.Enabled <值>` 或 INI 中配置,"If true, Niagara Data Channels will be enabled. \n",ECVF_Default
fx.Niagara.DataChannels.ForceReadPrevFrame,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Niagara.DataChannels.ForceReadPrevFrame=<值>` / `fx.Niagara.DataChannels.ForceReadPrevFrame <值>` 或 INI 中配置,When true this will force Niagara systems with NDC read DIs to read from the previous frame.,ECVF_Default
fx.Niagara.DataChannels.ForceReadTickGroup,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.ForceReadTickGroup=<值>` / `fx.Niagara.DataChannels.ForceReadTickGroup <值>` 或 INI 中配置,When >= 0 this will force Niagara systems with NDC read DIs to tick in the given Tick Group.,ECVF_Default
fx.Niagara.DataChannels.FrameDataToCapture,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Niagara.DataChannels.FrameDataToCapture=<值>` / `fx.Niagara.DataChannels.FrameDataToCapture <值>` 或 INI 中配置,The number of frames the debugger will capture for write requests.,ECVF_Default
fx.Niagara.DataChannels.LogWritesToOutputLog,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.LogWritesToOutputLog=<值>` / `fx.Niagara.DataChannels.LogWritesToOutputLog <值>` 或 INI 中配置,"0=Disabled, 1=Log write summary, 2=Also write data; If >0, the NDC debugger will print all data channel writes to the output log.",ECVF_Default
fx.Niagara.DataChannels.MissingNDCAccessorMode,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.DataChannels.MissingNDCAccessorMode=<值>` / `fx.Niagara.DataChannels.MissingNDCAccessorMode <值>` 或 INI 中配置,"Controls validation behavior for missing NDC Variabls being accessed from code. 0=Silent, 1=Log Warning, 2=Log Warning and ensure once, 3=Log Warning and ensure always.",ECVF_Default
fx.Niagara.DataChannels.NDCMapBase.FreeUnusedTime,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.NDCMapBase.FreeUnusedTime=<值>` / `fx.Niagara.DataChannels.NDCMapBase.FreeUnusedTime <值>` 或 INI 中配置,Time in seconds we keep unused entries in the pool.,ECVF_Default
fx.Niagara.DataChannels.NDCMapBase.InitialSize,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.NDCMapBase.InitialSize=<值>` / `fx.Niagara.DataChannels.NDCMapBase.InitialSize <值>` 或 INI 中配置,The initial size of the entry pool for NDC Map types.,ECVF_Default
fx.Niagara.DataChannels.WarnOnLateWrites,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.WarnOnLateWrites=<值>` / `fx.Niagara.DataChannels.WarnOnLateWrites <值>` 或 INI 中配置,"If true, late writes to NDCs will generate warnings. Late meaning after their final allowed tick group.",ECVF_Default
fx.Niagara.DataChannels.WriteDIZeroCPUBuffersMode,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DataChannels.WriteDIZeroCPUBuffersMode=<值>` / `fx.Niagara.DataChannels.WriteDIZeroCPUBuffersMode <值>` 或 INI 中配置,,ECVF_Default
fx.Niagara.Debug.GlobalLoopTime,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.Niagara.Debug.GlobalLoopTime=<值>` / `fx.Niagara.Debug.GlobalLoopTime <值>` 或 INI 中配置,If > 0 all Niagara FX will reset every N seconds. \n,ECVF_Default
fx.Niagara.DebugDraw.Enabled,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.DebugDraw.Enabled=<值>` / `fx.Niagara.DebugDraw.Enabled <值>` 或 INI 中配置,"Enable or disable the Debug Draw Data Interface, note does not fully disable the overhead.",ECVF_Default
fx.Niagara.DecalRenderer.Enabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DecalRenderer.Enabled=<值>` / `fx.Niagara.DecalRenderer.Enabled <值>` 或 INI 中配置,"If == 0, Niagara Decal Renderers are disabled.",ECVF_Default
fx.Niagara.DeletePythonFilesOnError,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.DeletePythonFilesOnError=<值>` / `fx.Niagara.DeletePythonFilesOnError <值>` 或 INI 中配置,This determines whether we keep the intermediate python used by module/emitter versioning around when they were executed and resulted in an error.,ECVF_Default
fx.Niagara.DigestGraphCacheSize,CVar,string,,fx,通用,All,false,true,false,false,false,,`fx.Niagara.DigestGraphCacheSize=<值>` / `fx.Niagara.DigestGraphCacheSize <值>` 或 INI 中配置,Defines the size of the cache for digested Niagara graphs.,ECVF_ReadOnly
fx.Niagara.DumpNans,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.DumpNans=<值>` / `fx.Niagara.DumpNans <值>` 或 INI 中配置,If not 0 any NaNs will be dumped always.\n,ECVF_Default
fx.Niagara.DumpNansOnce,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.DumpNansOnce=<值>` / `fx.Niagara.DumpNansOnce <值>` 或 INI 中配置,If not 0 any NaNs will be dumped for the first emitter that encounters NaNs.\n,ECVF_Default
fx.Niagara.Emitter.ComputePSOPrecacheMode,CVar,string,,fx,渲染管线,All,true,false,false,false,true,,`fx.Niagara.Emitter.ComputePSOPrecacheMode=<值>` / `fx.Niagara.Emitter.ComputePSOPrecacheMode <值>` 或 INI 中配置,Controlls how PSO precaching should be done for Niagara compute shaders\n,ECVF_Scalability
fx.Niagara.Emitter.MaxGPUBufferElements,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.Niagara.Emitter.MaxGPUBufferElements=<值>` / `fx.Niagara.Emitter.MaxGPUBufferElements <值>` 或 INI 中配置,"Maximum elements per GPU buffer, for example 4k elements would restrict a float buffer to be 16k maximum per buffer.\n",ECVF_Scalability
fx.Niagara.EmitterBounds.DynamicExpandMultiplier,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EmitterBounds.DynamicExpandMultiplier=<值>` / `fx.Niagara.EmitterBounds.DynamicExpandMultiplier <值>` 或 INI 中配置,"Multiplier used on dynamic bounds gathering, i.e. 1 means no change, 1.1 means increase by 10%.\n",ECVF_Default
fx.Niagara.EmitterBounds.DynamicSnapValue,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EmitterBounds.DynamicSnapValue=<值>` / `fx.Niagara.EmitterBounds.DynamicSnapValue <值>` 或 INI 中配置,The value used to snap (round up) dynamic bounds calculations to.,ECVF_Default
fx.Niagara.EmitterBounds.FixedExpandMultiplier,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EmitterBounds.FixedExpandMultiplier=<值>` / `fx.Niagara.EmitterBounds.FixedExpandMultiplier <值>` 或 INI 中配置,"Multiplier used on fixed bounds gathering, i.e. 1 means no change, 1.1 means increase by 10%.",ECVF_Default
fx.Niagara.EnableCustomInlineDynamicInputFormats,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EnableCustomInlineDynamicInputFormats=<值>` / `fx.Niagara.EnableCustomInlineDynamicInputFormats <值>` 或 INI 中配置,"If > 0 and experimental inline editors for dynamic input trees are enabled, custom formats which are defined on scripts will be applied.\n",ECVF_Default
fx.Niagara.EnableExperimentalInlineDynamicInputs,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EnableExperimentalInlineDynamicInputs=<值>` / `fx.Niagara.EnableExperimentalInlineDynamicInputs <值>` 或 INI 中配置,If > 0 experimental inline editors for dynamic input trees will be available via right click menu in the stack.\n,ECVF_Default
fx.Niagara.EnableTraversalCache,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EnableTraversalCache=<值>` / `fx.Niagara.EnableTraversalCache <值>` 或 INI 中配置,If > 0 the new traversal cache will be used to speed up utilities like GetStackFunctionInputs.\n,ECVF_Default
fx.Niagara.EventSpawnsUpdateAttributeInitialValues,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.EventSpawnsUpdateAttributeInitialValues=<值>` / `fx.Niagara.EventSpawnsUpdateAttributeInitialValues <值>` 或 INI 中配置,If > 0 Niagara Event Spawn Scripts will update the Initial.* values for particle attributes. \n,ECVF_Default
fx.Niagara.FailIfNotSetSeverity,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.FailIfNotSetSeverity=<值>` / `fx.Niagara.FailIfNotSetSeverity <值>` 或 INI 中配置,,ECVF_Default
fx.Niagara.FailStaticMeshDataInterface,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.FailStaticMeshDataInterface=<值>` / `fx.Niagara.FailStaticMeshDataInterface <值>` 或 INI 中配置,When enabled we will fail out using static mesh data interfaces.,ECVF_Default
fx.Niagara.FixDuplicateVariableGuids,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.FixDuplicateVariableGuids`（可带参数，具体见帮助说明）,"Validates and fixes the script guids of a given script, if duplicates exist.",
fx.Niagara.ForceLastTickGroup,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.ForceLastTickGroup=<值>` / `fx.Niagara.ForceLastTickGroup <值>` 或 INI 中配置,"Force Niagara ticks to be in the last tick group, this mirrors old behavour and can be useful to test for async overlapping issues.",ECVF_Default
fx.Niagara.ForceWaitForCompilationOnActivate,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.ForceWaitForCompilationOnActivate=<值>` / `fx.Niagara.ForceWaitForCompilationOnActivate <值>` 或 INI 中配置,When a component is activated it will stall waiting for any pending shader compilation.,ECVF_Default
fx.Niagara.GeometryComponentRenderPoolInactiveTimeLimit,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.GeometryComponentRenderPoolInactiveTimeLimit=<值>` / `fx.Niagara.GeometryComponentRenderPoolInactiveTimeLimit <值>` 或 INI 中配置,The time in seconds an inactive component can linger in the pool before being destroyed.,ECVF_Default
fx.Niagara.GpuComputeDebug.DrawDebugEnabled,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.DrawDebugEnabled=<值>` / `fx.Niagara.GpuComputeDebug.DrawDebugEnabled <值>` 或 INI 中配置,Should we draw any of the debug information or not.,ECVF_Default
fx.Niagara.GpuComputeDebug.FourComponentMode,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.FourComponentMode=<值>` / `fx.Niagara.GpuComputeDebug.FourComponentMode <值>` 或 INI 中配置,Adjust how we visualize four component types\n,ECVF_Default
fx.Niagara.GpuComputeDebug.MaxLineInstances,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.MaxLineInstances=<值>` / `fx.Niagara.GpuComputeDebug.MaxLineInstances <值>` 或 INI 中配置,Maximum number of line draw we support in a single frame.,ECVF_Default
fx.Niagara.GpuComputeDebug.MaxTextureHeight,CVar,string,,fx,材质,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.MaxTextureHeight=<值>` / `fx.Niagara.GpuComputeDebug.MaxTextureHeight <值>` 或 INI 中配置,"The maximum height we will visualize a texture at, this is to avoid things becoming too large on screen.",ECVF_Default
fx.Niagara.GpuComputeDebug.MinTextureHeight,CVar,string,,fx,材质,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.MinTextureHeight=<值>` / `fx.Niagara.GpuComputeDebug.MinTextureHeight <值>` 或 INI 中配置,"The minimum height we will visualize a texture at, smaller textures will be scaled up to match this.",ECVF_Default
fx.Niagara.GpuComputeDebug.OccludedLineColorScale,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.OccludedLineColorScale=<值>` / `fx.Niagara.GpuComputeDebug.OccludedLineColorScale <值>` 或 INI 中配置,"Scalar value to adjust occluded lines, where 0 means transparent and 1 is opaque.  Default is 0.05 or 5%",ECVF_Default
fx.Niagara.GpuComputeDebug.ShowNaNInf,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.GpuComputeDebug.ShowNaNInf=<值>` / `fx.Niagara.GpuComputeDebug.ShowNaNInf <值>` 或 INI 中配置,When enabled will show NaNs as flashing colors.,ECVF_Default
fx.Niagara.GpuEmitterCheckFloat16Support,CVar,string,,fx,光线追踪,All,true,false,false,false,true,,`fx.Niagara.GpuEmitterCheckFloat16Support=<值>` / `fx.Niagara.GpuEmitterCheckFloat16Support <值>` 或 INI 中配置,"When enabled we check to see if the RHI has support for Float16 UAV read / write, if it doesn't GPU emitters that use Float16 are banned from running.",ECVF_Scalability | ECVF_Default
fx.Niagara.GpuProfiling.Enabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.GpuProfiling.Enabled=<值>` / `fx.Niagara.GpuProfiling.Enabled <值>` 或 INI 中配置,Primary control to allow Niagara to use GPU profiling or not.\n,ECVF_Default
fx.Niagara.GpuScriptsCompiledBySystem,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.GpuScriptsCompiledBySystem=<值>` / `fx.Niagara.GpuScriptsCompiledBySystem <值>` 或 INI 中配置,If true GPU shaders for Niagara scripts will be compiled along with the NiagaraSystem (when using AsyncTask compilation mode). \n,ECVF_Default
fx.Niagara.GraphDataCacheSize,CVar,string,,fx,通用,All,false,true,false,false,false,,`fx.Niagara.GraphDataCacheSize=<值>` / `fx.Niagara.GraphDataCacheSize <值>` 或 INI 中配置,Maximum number of elements to store within the GraphDataCache.,ECVF_ReadOnly
fx.Niagara.GraphDataCacheValidation,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.GraphDataCacheValidation=<值>` / `fx.Niagara.GraphDataCacheValidation <值>` 或 INI 中配置,If true will perform validation on retrieving data from the data FNiagaraGraphDataCache.,ECVF_Default
fx.Niagara.Grid2D.CubicInterpMethod,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Grid2D.CubicInterpMethod=<值>` / `fx.Niagara.Grid2D.CubicInterpMethod <值>` 或 INI 中配置,"0=Bridson, 1=monotonic/Fedkiw.\n",ECVF_Default
fx.Niagara.Grid2D.OverrideFormat,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Grid2D.OverrideFormat=<值>` / `fx.Niagara.Grid2D.OverrideFormat <值>` 或 INI 中配置,Optional override for all grids to use this format.\n,ECVF_Default
fx.Niagara.Grid2D.ResolutionMultiplier,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Grid2D.ResolutionMultiplier=<值>` / `fx.Niagara.Grid2D.ResolutionMultiplier <值>` 或 INI 中配置,Optional global modifier to grid resolution\n,ECVF_Default
fx.Niagara.Grid3D.OverrideFormat,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.Niagara.Grid3D.OverrideFormat=<值>` / `fx.Niagara.Grid3D.OverrideFormat <值>` 或 INI 中配置,Optional override for all grids to use this format.\n,ECVF_Default
fx.Niagara.Grid3D.ResolutionMultiplier,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.Niagara.Grid3D.ResolutionMultiplier=<值>` / `fx.Niagara.Grid3D.ResolutionMultiplier <值>` 或 INI 中配置,Optional global modifier to grid resolution\n,ECVF_Default
fx.Niagara.Grid3D.UseRGBAGrid,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.Niagara.Grid3D.UseRGBAGrid=<值>` / `fx.Niagara.Grid3D.UseRGBAGrid <值>` 或 INI 中配置,Use RGBA textures when possible\n,ECVF_Default
fx.Niagara.IndirectArgsPool.AllowShrinking,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.IndirectArgsPool.AllowShrinking=<值>` / `fx.Niagara.IndirectArgsPool.AllowShrinking <值>` 或 INI 中配置,Allow the indirect args pool to shrink after a number of frames below a low water mark.,ECVF_Default
fx.Niagara.IndirectArgsPool.BlockSizeFactor,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.IndirectArgsPool.BlockSizeFactor=<值>` / `fx.Niagara.IndirectArgsPool.BlockSizeFactor <值>` 或 INI 中配置,Multiplier on the indirect args pool size when needing to increase it from running out of space. (default=2.0),ECVF_Default
fx.Niagara.IndirectArgsPool.LowWaterAmount,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.IndirectArgsPool.LowWaterAmount=<值>` / `fx.Niagara.IndirectArgsPool.LowWaterAmount <值>` 或 INI 中配置,Percentage (0-1) of the indirect args pool that is considered low and worthy of shrinking,ECVF_Default
fx.Niagara.IndirectArgsPool.LowWaterFrames,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.IndirectArgsPool.LowWaterFrames=<值>` / `fx.Niagara.IndirectArgsPool.LowWaterFrames <值>` 或 INI 中配置,The number of frames to wait to shrink the indirect args pool for being below the low water mark. (default=150),ECVF_Default
fx.Niagara.IndirectArgsPool.MinSize,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.IndirectArgsPool.MinSize=<值>` / `fx.Niagara.IndirectArgsPool.MinSize <值>` 或 INI 中配置,Minimum number of draw indirect args allocated into the pool. (default=256),ECVF_Default
fx.Niagara.Landscape.MaxRegionCaptureCount,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.Landscape.MaxRegionCaptureCount=<值>` / `fx.Niagara.Landscape.MaxRegionCaptureCount <值>` 或 INI 中配置,The maximum number of collision components that will be captured by the Landscape DI.,ECVF_Default
fx.Niagara.Landscape.MaxRegionSearchCount,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.Landscape.MaxRegionSearchCount=<值>` / `fx.Niagara.Landscape.MaxRegionSearchCount <值>` 或 INI 中配置,The maximum number of collision components that will be evaluated for capture by the Landscape DI.,ECVF_Default
fx.Niagara.LeakDetector.DebugMessageTime,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.LeakDetector.DebugMessageTime=<值>` / `fx.Niagara.LeakDetector.DebugMessageTime <值>` 或 INI 中配置,Time we display the debug message for on screen.,ECVF_Default
fx.Niagara.LeakDetector.Enabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.LeakDetector.Enabled=<值>` / `fx.Niagara.LeakDetector.Enabled <值>` 或 INI 中配置,Enables or disables the leak detector.,ECVF_Default
fx.Niagara.LeakDetector.GrowthCountThreshold,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.LeakDetector.GrowthCountThreshold=<值>` / `fx.Niagara.LeakDetector.GrowthCountThreshold <值>` 或 INI 中配置,We need to see growth this many times without a drop in count before we consider it a leak.,ECVF_Default
fx.Niagara.LeakDetector.ReportActiveLeaks,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.LeakDetector.ReportActiveLeaks=<值>` / `fx.Niagara.LeakDetector.ReportActiveLeaks <值>` 或 INI 中配置,How do we report active components leaks?,ECVF_Default
fx.Niagara.LeakDetector.ReportTotalLeaks,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.LeakDetector.ReportTotalLeaks=<值>` / `fx.Niagara.LeakDetector.ReportTotalLeaks <值>` 或 INI 中配置,How do we report total components leaks?,ECVF_Default
fx.Niagara.LeakDetector.TickDeltaSeconds,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.LeakDetector.TickDeltaSeconds=<值>` / `fx.Niagara.LeakDetector.TickDeltaSeconds <值>` 或 INI 中配置,The time in seconds that must pass before we sample the component information.,ECVF_Default
fx.Niagara.LegacyDeviceProfile,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,true,,`fx.Niagara.LegacyDeviceProfile=<值>` / `fx.Niagara.LegacyDeviceProfile <值>` 或 INI 中配置,This is a special case CVar that allows us to use CVar conditions to maintain behavior with legacy device profiles.\nDo not use directly for new content.\nLegacy device profiles can be given a specific value for this CVarand then CVar conditions used to enable / disable as appropriate to match with legacy assets with enabled / disabled content based on them. \n,ECVF_Scalability
